id,context,text,response,intent
C9064,"[""]",I'm inconsolable today,I'm wishing for really good things for you.,chitchat
C9065,"[""]",My life is sad,I'm wishing for really good things for you.,chitchat
C9066,"[""]",I'm gloomy,I'm wishing for really good things for you.,chitchat
C9067,"[""]",I'm gloomy today,I'm wishing for really good things for you.,chitchat
C9068,"[""]",I'm glum,I'm wishing for really good things for you.,chitchat
C9069,"[""]",I'm glum today,I'm wishing for really good things for you.,chitchat
C9070,"[""]",I'm heartbroken,I'm wishing for really good things for you.,chitchat
C9071,"[""]",I'm sad,I'm wishing for really good things for you.,chitchat
C9072,"[""]",I'm in despair today,I'm wishing for really good things for you.,chitchat
C9073,"[""]",I'm really sad,I'm wishing for really good things for you.,chitchat
C9074,"[""]",I'm inconsolable,I'm wishing for really good things for you.,chitchat
C9075,"[""]",I'm just feeling a bit sad today,I'm wishing for really good things for you.,chitchat
C9076,"[""]",I'm melancholy,I'm wishing for really good things for you.,chitchat
C9077,"[""]",I'm melancholy today,I'm wishing for really good things for you.,chitchat
C9078,"[""]",I'm miserable today,I'm wishing for really good things for you.,chitchat
C9079,"[""]",I'm miserable,I'm wishing for really good things for you.,chitchat
C9080,"[""]",I'm unhappy,I'm wishing for really good things for you.,chitchat
C9081,"[""]",I'm in despair,I'm wishing for really good things for you.,chitchat
C9082,"[""]",My life is so sad,I'm wishing for really good things for you.,chitchat
C9083,"[""]",I'm tired of feeling so sad all the time,I'm wishing for really good things for you.,chitchat
C9084,"[""]",Life always sucks,I'm wishing for really good things for you.,chitchat
C9085,"[""]",Life is depressing,I'm wishing for really good things for you.,chitchat
C9086,"[""]",Life is heartbreaking,I'm wishing for really good things for you.,chitchat
C9087,"[""]",Life is miserable,I'm wishing for really good things for you.,chitchat
C9088,"[""]",Life is sad,I'm wishing for really good things for you.,chitchat
C9089,"[""]",Lately I've been so sad,I'm wishing for really good things for you.,chitchat
C9090,"[""]",my life is depressing,I'm wishing for really good things for you.,chitchat
C9091,"[""]",Lately I've been so miserable,I'm wishing for really good things for you.,chitchat
C9092,"[""]",My spirits are terrible,I'm wishing for really good things for you.,chitchat
C9093,"[""]",My life is miserable,I'm wishing for really good things for you.,chitchat
C9094,"[""]",Sad day today,I'm wishing for really good things for you.,chitchat
C9095,"[""]",Sometimes I feel bummed out,I'm wishing for really good things for you.,chitchat
C9096,"[""]",Sometimes I just feel sad,I'm wishing for really good things for you.,chitchat
C9097,"[""]",This week has made me sad,I'm wishing for really good things for you.,chitchat
C9098,"[""]",Today has been a trying day,I'm wishing for really good things for you.,chitchat
C9099,"[""]","Listen, I'm just sad",I'm wishing for really good things for you.,chitchat
C9100,"[""]",Lately I've been so despondent,I'm wishing for really good things for you.,chitchat
C9101,"[""]",I'm feeling woeful,I'm wishing for really good things for you.,chitchat
C9102,"[""]",I'm unhappy today,I'm wishing for really good things for you.,chitchat
C9103,"[""]",I've been sad all day,I'm wishing for really good things for you.,chitchat
C9104,"[""]",Just feeling a tad down,I'm wishing for really good things for you.,chitchat
C9105,"[""]",Lately I've been so blue,I'm wishing for really good things for you.,chitchat
C9106,"[""]",Lately I've been so broken hearted,I'm wishing for really good things for you.,chitchat
C9107,"[""]",Lately I've been so unhappy,I'm wishing for really good things for you.,chitchat
C9108,"[""]",Lately I've been so despairing,I'm wishing for really good things for you.,chitchat
C9109,"[""]",I'm tired of feeling so unhappy all the time,I'm wishing for really good things for you.,chitchat
C9110,"[""]",Lately I've been so down,I'm wishing for really good things for you.,chitchat
C9111,"[""]",Lately I've been so downcast,I'm wishing for really good things for you.,chitchat
C9112,"[""]",Lately I've been so downhearted,I'm wishing for really good things for you.,chitchat
C9113,"[""]",Lately I've been so gloomy,I'm wishing for really good things for you.,chitchat
C9114,"[""]",Lately I've been so glum,I'm wishing for really good things for you.,chitchat
C9115,"[""]",Lately I've been so inconsolable,I'm wishing for really good things for you.,chitchat
C9116,"[""]",Lately I've been so melancholy,I'm wishing for really good things for you.,chitchat
C9117,"[""]",Lately I've been so dejected,I'm wishing for really good things for you.,chitchat
C9118,"[""]",I think I'm going to overdose,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9119,"[""]",I think I'm going to die,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9120,"[""]",I'm planning to cut myself today,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9121,"[""]",I'm planning to end it all today,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9122,"[""]",I think I'm going to take pills,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9123,"[""]",I want to hurt myself,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9124,"[""]",I think I'm going to jump off a bridge,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9125,"[""]",I'm planning to drown soon,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9126,"[""]",I'm going to kill myself with a gun this week,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9127,"[""]",I'm going to commit suicide,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9128,"[""]",I think I'm going to drown,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9129,"[""]",I think I'm going to end it all,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9130,"[""]",I think I'm going to end my life,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9131,"[""]",I think I'm going to hang myself,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9132,"[""]",I think I'm going to hurt myself,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9133,"[""]",I want to drown,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9134,"[""]",I think I'm going to kill myself with a gun,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9135,"[""]",I think I'm going to commit suicide,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9136,"[""]",I think I'm going to shoot myself,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9137,"[""]",I want the pain to end,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9138,"[""]",I want to be dead,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9139,"[""]",I want to commit suicide,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9140,"[""]",I want to cut myself,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9141,"[""]",I plan to kill myself today,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9142,"[""]",I think I'm going to kill myself,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9143,"[""]",I plan to shoot myself this month,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9144,"[""]",Being dead would be a relief,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9145,"[""]",I plan to kill myself with a gun this month,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9146,"[""]",I plan to kill myself with a gun this week,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9147,"[""]",I plan to kill myself with a gun today,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9148,"[""]",I plan to overdose soon,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9149,"[""]",I plan to overdose this month,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9150,"[""]",I plan to overdose this week,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9151,"[""]",I plan to shoot myself soon,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9152,"[""]",I think I'm going to cut myself,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9153,"[""]",I plan to shoot myself this week,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9154,"[""]",I plan to shoot myself today,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9155,"[""]",I plan to take pills soon,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9156,"[""]",I plan to take pills this month,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9157,"[""]",I plan to take pills this week,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9158,"[""]",I plan to take pills today,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9159,"[""]",I want to end it all,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9160,"[""]",I plan to overdose today,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9161,"[""]",I'm better off dead,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9162,"[""]",I'm about to hang myself,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
C9163,"[""]",I'm about to hurt myself,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.,chitchat
